customer_id,name,email,phone_number,address,interaction_id,date_time,issue_category,issue_description,agent_id
c241330b-01a9-471f-9e8a-774bcf36d58b,Steven Horne,deanjohnny@example.com,378.209.7339x7767,"830 Eddie Shoal Suite 020, Markland, AR 14773",27c00f89-9e3b-41b3-8330-125c1a9b0d42,2024-06-28T03:41:21.383-04:00,Feedback,Customer wants to provide feedback on their experience.,25
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Christopher Powers,tammycurry@example.com,3146556168,"458 Warren Square, New Brian, OK 96147",5e187b24-8e67-4a01-986a-646059a1120e,2024-07-08T07:41:38.509-04:00,Account Management,Customer wants to update account information.,18
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Christopher Powers,tammycurry@example.com,3146556168,"458 Warren Square, New Brian, OK 96147",90a4a421-b949-4906-939f-44ebbe5e215e,2024-08-17T04:02:05.967-04:00,Account Management,Customer wants to update account information.,43
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Christopher Powers,tammycurry@example.com,3146556168,"458 Warren Square, New Brian, OK 96147",d77fbeeb-14fc-4a5d-9b4b-f377a542deb9,2024-09-08T20:26:56.124-04:00,Feedback,Customer wants to provide feedback on their experience.,9
371ecd7b-27cd-4130-8722-9389571aa876,Kendra Miller,ronald54@example.net,001-995-429-9787,"430 Andrew Road, Lake Melaniechester, MT 06463",be4969ec-6667-43bb-a3b5-63606fdc0bad,2024-11-06T00:15:45.859-05:00,Feedback,Customer wants to provide feedback on their experience.,25
371ecd7b-27cd-4130-8722-9389571aa876,Kendra Miller,ronald54@example.net,001-995-429-9787,"430 Andrew Road, Lake Melaniechester, MT 06463",2d761ffa-7233-45af-9813-3da17d2120ad,2025-05-12T04:19:41.000-04:00,Billing,Customer has a billing question regarding recent invoice.,31
1a2a73ed-562b-4f79-8374-59eef50bea63,Justin Walsh,davidsonhannah@example.com,744-888-5015,"35577 Debbie Orchard, Lake Steven, VI 70882",d0b1e3eb-409e-4a80-86c5-d1d69ea9f508,2024-10-04T20:34:57.247-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,26
1a2a73ed-562b-4f79-8374-59eef50bea63,Justin Walsh,davidsonhannah@example.com,744-888-5015,"35577 Debbie Orchard, Lake Steven, VI 70882",b66edbf4-a0ea-4251-8957-43a281b13b80,2024-11-28T09:42:42.927-05:00,Technical Support,Customer is experiencing technical difficulties with the product.,27
5be6128e-18c2-4797-a142-ea7d17be3111,Julia Olsen,conleykevin@example.net,+1-858-480-3955x12405,"91450 Gutierrez Parks Apt. 574, New Kevin, DE 49550",c8ebe27a-23a4-470e-9dbc-15c02a7dc57c,2024-08-10T19:48:54.942-04:00,Product Inquiry,Customer has questions about product features.,14
5be6128e-18c2-4797-a142-ea7d17be3111,Julia Olsen,conleykevin@example.net,+1-858-480-3955x12405,"91450 Gutierrez Parks Apt. 574, New Kevin, DE 49550",b8875caf-1991-403f-906e-ccbc3a8359b6,2024-09-04T22:56:45.699-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,16
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Paula Gentry,zhunter@example.com,923.857.8452x18230,"40915 Small Cove, Andrewport, SC 28005",45f8c28d-a255-41bb-8795-8c1f538d6b8c,2025-03-08T14:01:54.765-05:00,Product Inquiry,Customer has questions about product features.,29
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Paula Gentry,zhunter@example.com,923.857.8452x18230,"40915 Small Cove, Andrewport, SC 28005",a921cb4c-95fb-4976-ae00-7b7e2f8c83e5,2024-10-14T05:15:47.281-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,50
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Paula Gentry,zhunter@example.com,923.857.8452x18230,"40915 Small Cove, Andrewport, SC 28005",6f75ee8a-aee1-4f87-bcff-e9e3140ff589,2024-08-09T02:36:46.411-04:00,Product Inquiry,Customer has questions about product features.,41
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Paula Gentry,zhunter@example.com,923.857.8452x18230,"40915 Small Cove, Andrewport, SC 28005",69c165ae-4c61-4ae8-87a3-7f1061b512ed,2024-06-17T02:31:52.335-04:00,Billing,Customer has a billing question regarding recent invoice.,10
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Corey Hill,kendra14@example.org,(741)709-8813,"321 Austin Junction Suite 020, Bergerton, CT 50780",2fe5b140-23ea-4956-89f1-137d7d592e19,2024-09-21T07:10:11.473-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,29
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Corey Hill,kendra14@example.org,(741)709-8813,"321 Austin Junction Suite 020, Bergerton, CT 50780",aa604892-3926-42e9-9b58-eb49c9784b52,2024-12-29T12:13:57.583-05:00,Product Inquiry,Customer has questions about product features.,12
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Corey Hill,kendra14@example.org,(741)709-8813,"321 Austin Junction Suite 020, Bergerton, CT 50780",38cd9122-fc01-45e1-8ce2-afa201ae7eb1,2024-08-13T19:43:19.790-04:00,Billing,Customer has a billing question regarding recent invoice.,21
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Jeffery White,tjensen@example.com,981.679.2171,"3329 Durham Lock Apt. 557, Johnsonfort, DE 46565",7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,2025-02-06T04:08:35.667-05:00,Feedback,Customer wants to provide feedback on their experience.,24
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Jeffery White,tjensen@example.com,981.679.2171,"3329 Durham Lock Apt. 557, Johnsonfort, DE 46565",2926205d-0d53-451a-b4f0-2f6faf3f9d9a,2024-10-17T12:25:35.124-04:00,Feedback,Customer wants to provide feedback on their experience.,41
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Ryan Campbell,cassandra28@example.org,(515)481-4876x9639,"Unit 6153 Box 9669, DPO AA 71873",b7e6a14c-dc8a-4922-9005-680f24c778a5,2024-09-23T00:41:16.103-04:00,Feedback,Customer wants to provide feedback on their experience.,23
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Ryan Campbell,cassandra28@example.org,(515)481-4876x9639,"Unit 6153 Box 9669, DPO AA 71873",624a2a50-d0b1-4de0-b1f3-f0c022f3f068,2025-05-13T09:19:53.123-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,33
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Ryan Campbell,cassandra28@example.org,(515)481-4876x9639,"Unit 6153 Box 9669, DPO AA 71873",a754a29f-f143-4545-ae6b-34b907ef2ba8,2024-07-26T14:57:45.915-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,28
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Ryan Campbell,cassandra28@example.org,(515)481-4876x9639,"Unit 6153 Box 9669, DPO AA 71873",758fc8fa-0614-4c41-a75c-75dcafa08cbe,2025-02-15T05:31:56.179-05:00,Account Management,Customer wants to update account information.,3
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Ryan Campbell,cassandra28@example.org,(515)481-4876x9639,"Unit 6153 Box 9669, DPO AA 71873",bca726eb-03ef-4f77-848a-c92433478a91,2025-02-10T09:25:04.313-05:00,Feedback,Customer wants to provide feedback on their experience.,6
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Meghan Sellers,wrobbins@example.org,001-209-286-2405,"40369 Garrett Station Suite 666, Lake Glenn, DC 25172",4f2dad3f-10d4-4e39-9612-37c9e25df9a8,2024-10-20T19:48:42.398-04:00,Feedback,Customer wants to provide feedback on their experience.,46
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Meghan Sellers,wrobbins@example.org,001-209-286-2405,"40369 Garrett Station Suite 666, Lake Glenn, DC 25172",b3b6d344-f2e3-46f0-8075-d3d5ba94aa66,2025-05-07T20:41:50.374-04:00,Technical Support,Customer is experiencing technical difficulties with the product.,26
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Sarah Ward,qmoore@example.org,(401)802-7621,"278 Arnold Mission Suite 532, Jacobsshire, NM 96303",43b47ee5-e1e8-4e7e-a249-8f666e51484d,2025-02-19T02:47:52.893-05:00,Account Management,Customer wants to update account information.,49
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Sarah Ward,qmoore@example.org,(401)802-7621,"278 Arnold Mission Suite 532, Jacobsshire, NM 96303",8198d1f5-6839-498f-accf-147242d7f112,2024-07-05T05:52:59.522-04:00,Feedback,Customer wants to provide feedback on their experience.,5
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Sarah Ward,qmoore@example.org,(401)802-7621,"278 Arnold Mission Suite 532, Jacobsshire, NM 96303",c3a1962d-698f-446d-9f29-0290d8485a54,2025-01-15T16:28:26.450-05:00,Feedback,Customer wants to provide feedback on their experience.,47
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Jonathan Jenkins,arthur09@example.com,001-351-597-1284x781,"894 Rebecca Place, South Shawnfort, OK 96683",f67839b2-22b5-4457-9860-ad28d0afb235,2025-02-27T08:46:55.640-05:00,Feedback,Customer wants to provide feedback on their experience.,27
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Harry Levine,keith09@example.net,994-307-9290x4904,"4294 Hodge Bridge, New Gregshire, WA 20310",4fc77768-5ebb-4ca5-a84b-f9625744f596,2025-02-16T22:58:26.452-05:00,Technical Support,Customer is experiencing technical difficulties with the product.,50
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Harry Levine,keith09@example.net,994-307-9290x4904,"4294 Hodge Bridge, New Gregshire, WA 20310",db2c6ac8-9c67-4393-aced-3c0d317304b5,2025-01-17T16:33:14.260-05:00,Product Inquiry,Customer has questions about product features.,26
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Harry Levine,keith09@example.net,994-307-9290x4904,"4294 Hodge Bridge, New Gregshire, WA 20310",f7164b73-c555-43ed-be89-56c8d9cb3540,2024-12-21T16:03:16.478-05:00,Account Management,Customer wants to update account information.,12
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Harry Levine,keith09@example.net,994-307-9290x4904,"4294 Hodge Bridge, New Gregshire, WA 20310",0a1bebd3-e60e-4813-802d-a0fa227dcecc,2024-11-22T15:40:44.296-05:00,Product Inquiry,Customer has questions about product features.,29
7412b293-4729-4739-a14f-f3d719db3ad0,Jacqueline Thompson,toddlloyd@example.org,212-692-7663x72395,"27674 Reese Terrace, South Frances, MS 62706",e62d2d06-cf9b-4558-9a7f-195b73557b9d,2025-03-28T05:53:03.546-04:00,Product Inquiry,Customer has questions about product features.,46
7412b293-4729-4739-a14f-f3d719db3ad0,Jacqueline Thompson,toddlloyd@example.org,212-692-7663x72395,"27674 Reese Terrace, South Frances, MS 62706",8c0b393a-1333-4bc9-bb63-5ff529310971,2025-05-05T08:31:44.423-04:00,Product Inquiry,Customer has questions about product features.,6
7412b293-4729-4739-a14f-f3d719db3ad0,Jacqueline Thompson,toddlloyd@example.org,212-692-7663x72395,"27674 Reese Terrace, South Frances, MS 62706",79ec533c-3c53-490e-a1b4-1171929d674d,2024-09-15T13:18:10.106-04:00,Feedback,Customer wants to provide feedback on their experience.,26
7412b293-4729-4739-a14f-f3d719db3ad0,Jacqueline Thompson,toddlloyd@example.org,212-692-7663x72395,"27674 Reese Terrace, South Frances, MS 62706",c04446bf-d9f4-4bbd-8dec-644cda2d2156,2025-05-01T22:34:02.696-04:00,Product Inquiry,Customer has questions about product features.,36
29a3b2e9-5d65-4441-9588-42dea2bc372f,Joseph Graham,sara76@example.net,880-918-5694x54414,"938 Byrd Falls, Amytown, MP 09407",d6b361e4-3b6d-4a0d-afe5-040b1901ef87,2024-06-25T02:59:40.738-04:00,Product Inquiry,Customer has questions about product features.,39
29a3b2e9-5d65-4441-9588-42dea2bc372f,Joseph Graham,sara76@example.net,880-918-5694x54414,"938 Byrd Falls, Amytown, MP 09407",a205e54f-b1e8-409d-bc20-b9f24a9c589e,2024-11-24T17:41:21.147-05:00,Account Management,Customer wants to update account information.,37
29a3b2e9-5d65-4441-9588-42dea2bc372f,Joseph Graham,sara76@example.net,880-918-5694x54414,"938 Byrd Falls, Amytown, MP 09407",1d57e734-31bf-4cf6-80b3-af7cd5b211a9,2024-08-01T14:22:39.046-04:00,Feedback,Customer wants to provide feedback on their experience.,37
29a3b2e9-5d65-4441-9588-42dea2bc372f,Joseph Graham,sara76@example.net,880-918-5694x54414,"938 Byrd Falls, Amytown, MP 09407",79ab56d1-b0d5-45ab-8891-d55d94c176b9,2025-02-04T20:02:36.409-05:00,Billing,Customer has a billing question regarding recent invoice.,10
aefcfad8-efc8-4849-b3aa-7efe4458a885,Destiny Brown,dcook@example.com,827-517-3962x712,"4101 Ashley Glen, Smithfort, FL 86073",5e09a9ee-af88-4dec-bb1e-143b196f4dfa,2024-12-13T06:17:38.451-05:00,Technical Support,Customer is experiencing technical difficulties with the product.,42
aefcfad8-efc8-4849-b3aa-7efe4458a885,Destiny Brown,dcook@example.com,827-517-3962x712,"4101 Ashley Glen, Smithfort, FL 86073",a7cd13cb-abda-46b2-a0d2-b5285b6d6b7c,2024-08-21T00:29:44.191-04:00,Billing,Customer has a billing question regarding recent invoice.,19
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Tasha Ortega,edward56@example.net,2878766183,"USCGC Martinez, FPO AP 47545",06ba8cd3-7e78-48c9-8a55-e38b3c9abe10,2024-10-07T05:10:09.345-04:00,Product Inquiry,Customer has questions about product features.,37
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Tasha Ortega,edward56@example.net,2878766183,"USCGC Martinez, FPO AP 47545",2a1f1b61-265c-49d9-8962-8f6e929c93b3,2024-09-26T05:50:14.671-04:00,Billing,Customer has a billing question regarding recent invoice.,34
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Tasha Ortega,edward56@example.net,2878766183,"USCGC Martinez, FPO AP 47545",55c34853-0783-443c-a65f-ad87c57c7498,2025-03-17T04:33:02.240-04:00,Product Inquiry,Customer has questions about product features.,18
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Tasha Ortega,edward56@example.net,2878766183,"USCGC Martinez, FPO AP 47545",de4b061e-b45e-4463-832a-09e05071e5f0,2025-02-01T00:11:56.987-05:00,Feedback,Customer wants to provide feedback on their experience.,50
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Tasha Ortega,edward56@example.net,2878766183,"USCGC Martinez, FPO AP 47545",0accb23c-ba6d-4ed8-a110-e887289ac251,2025-02-25T09:42:49.922-05:00,Account Management,Customer wants to update account information.,36
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Eric Brown,diazmelissa@example.com,674-832-8063,"PSC 5717, Box 3203, APO AE 94838",96ee50e5-1f87-4b46-80a0-473a23d7e6a1,2025-02-20T00:43:18.989-05:00,Feedback,Customer wants to provide feedback on their experience.,23
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Eric Brown,diazmelissa@example.com,674-832-8063,"PSC 5717, Box 3203, APO AE 94838",1689e0b8-c79d-4b62-8379-44c1c90394ea,2024-07-13T14:58:42.639-04:00,Product Inquiry,Customer has questions about product features.,28
451b4cf3-6123-4df7-b656-af7229d4beef,Cynthia Price PhD,victor70@example.org,205-406-1387x82931,"9032 Gerald Causeway, Loriville, NH 80615",ce63cb1a-5168-4bf2-97af-5bde3c8e9d78,2025-02-22T23:41:20.816-05:00,Product Inquiry,Customer has questions about product features.,23
451b4cf3-6123-4df7-b656-af7229d4beef,Cynthia Price PhD,victor70@example.org,205-406-1387x82931,"9032 Gerald Causeway, Loriville, NH 80615",4363589c-3249-4cff-89e2-df24e42c0aea,2025-02-21T07:42:46.824-05:00,Billing,Customer has a billing question regarding recent invoice.,41
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Kevin Meyers,wilsonbrooke@example.net,413.765.6519,"92511 Thomas Mall, Lake Mitchell, GA 57997",980b6853-0c70-41eb-9f85-c2dd88e44a48,2025-05-24T15:45:54.537-04:00,Billing,Customer has a billing question regarding recent invoice.,43
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,William Davila,michelle88@example.org,234.703.1277x220,"5970 Joy Plain Apt. 207, North Pattymouth, OR 76491",c6b18d94-324b-4c3d-9a77-91a2bd0b0fa2,2025-02-18T04:03:49.152-05:00,Billing,Customer has a billing question regarding recent invoice.,13
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,William Davila,michelle88@example.org,234.703.1277x220,"5970 Joy Plain Apt. 207, North Pattymouth, OR 76491",653c8f74-a507-4897-9afa-826744791214,2024-09-05T10:19:57.724-04:00,Feedback,Customer wants to provide feedback on their experience.,29
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Cristian Rhodes,jerry15@example.org,936-236-3179,"97265 Stephen Fields, Theresaborough, MA 17174",d1a7ba20-11b4-41e9-b15d-a72dd4cee27c,2025-04-02T01:08:32.892-04:00,Product Inquiry,Customer has questions about product features.,27
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Cristian Rhodes,jerry15@example.org,936-236-3179,"97265 Stephen Fields, Theresaborough, MA 17174",88addab1-d765-4a18-a4d4-66ebbf74531c,2024-09-10T20:00:46.786-04:00,Feedback,Customer wants to provide feedback on their experience.,28
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Keith Ramirez,yorkstephen@example.org,001-953-549-2929x83168,"0633 Hamilton Forges Apt. 906, North Vickiehaven, AZ 56298",4f2da233-0e16-4b12-9bdc-70d19cbf7b8c,2025-01-27T16:19:50.425-05:00,Technical Support,Customer is experiencing technical difficulties with the product.,43
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Keith Ramirez,yorkstephen@example.org,001-953-549-2929x83168,"0633 Hamilton Forges Apt. 906, North Vickiehaven, AZ 56298",c00b19de-38db-428d-a5db-6e4347bf8db7,2024-12-25T00:32:44.045-05:00,Product Inquiry,Customer has questions about product features.,4
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Keith Ramirez,yorkstephen@example.org,001-953-549-2929x83168,"0633 Hamilton Forges Apt. 906, North Vickiehaven, AZ 56298",002f2ca4-743e-4531-9dfb-19228aa6b006,2025-03-05T19:08:49.559-05:00,Product Inquiry,Customer has questions about product features.,33
9132b63e-f162-47e4-a9c3-49e03602f8ac,Karen Yates,chavezjohn@example.net,001-206-932-5431x07427,"625 Padilla Alley, South Patriciamouth, NC 04788",5fb8944d-de00-48aa-8439-6fc0c26e2706,2025-03-22T06:28:42.103-04:00,Billing,Customer has a billing question regarding recent invoice.,33
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Paul Wolfe,kristinmiller@example.com,001-408-350-1657x9055,"53817 Karen Trace, West Michael, KY 66504",7ab99428-378e-4510-8f10-d33eabe42e7d,2024-08-11T15:42:30.820-04:00,Account Management,Customer wants to update account information.,22
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Destiny Brown,shaun88@example.org,488.647.9513x7116,"USS Rodriguez, FPO AA 15184",4ee4334e-ce92-4136-ac3a-812f765e6cb5,2025-02-17T13:44:11.533-05:00,Feedback,Customer wants to provide feedback on their experience.,26
e27a984d-6548-41d0-bfcd-9eb1a7cad415,Destiny Brown,shaun88@example.org,488.647.9513x7116,"USS Rodriguez, FPO AA 15184",3b3f3800-a175-49c3-97b1-02a92332a50e,2024-06-22T04:25:39.391-04:00,Feedback,Customer wants to provide feedback on their experience.,10
24933b83-7577-40a9-a491-f0b2ea1fca65,Kathleen Golden,cartertara@example.net,(275)567-0431,"9557 Ellis Port Apt. 424, South Nathan, LA 06703",08987462-980c-495c-99d4-5deb1139fa12,2024-11-08T11:01:55.867-05:00,Billing,Customer has a billing question regarding recent invoice.,44
beb79919-3f22-4af8-a3be-d01d43cf2fde,Duane Huber,jennifermitchell@example.org,001-422-531-0592x745,"552 West Estates, Davidtown, MO 65960",ef06fccb-8f7c-4d59-994b-2a3a7ad465a1,2025-05-02T17:06:41.724-04:00,Account Management,Customer wants to update account information.,47
beb79919-3f22-4af8-a3be-d01d43cf2fde,Duane Huber,jennifermitchell@example.org,001-422-531-0592x745,"552 West Estates, Davidtown, MO 65960",465568b7-b8e1-4f56-8787-ea2104482a22,2024-12-10T01:47:18.879-05:00,Billing,Customer has a billing question regarding recent invoice.,19
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Theresa Reilly,adamrodgers@example.net,347-649-2975x17028,"5150 Brandy Forges, Jamesland, ND 58888",39eb038a-436e-4c49-b70e-09db7092d401,2025-03-28T03:16:06.192-04:00,Account Management,Customer wants to update account information.,37
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Theresa Reilly,adamrodgers@example.net,347-649-2975x17028,"5150 Brandy Forges, Jamesland, ND 58888",31567f2a-cef7-4829-b63e-6ef4f8dfcc3a,2024-07-12T10:45:11.245-04:00,Product Inquiry,Customer has questions about product features.,28
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Theresa Reilly,adamrodgers@example.net,347-649-2975x17028,"5150 Brandy Forges, Jamesland, ND 58888",411920f6-d056-4199-b728-ddc20f5e8b47,2024-11-19T10:52:01.807-05:00,Technical Support,Customer is experiencing technical difficulties with the product.,41
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Theresa Reilly,adamrodgers@example.net,347-649-2975x17028,"5150 Brandy Forges, Jamesland, ND 58888",a97a4f4e-3c10-471b-ba4f-4b0320029d9f,2024-08-27T06:30:51.259-04:00,Billing,Customer has a billing question regarding recent invoice.,48
956269f0-e5d7-4875-adad-d6c795a76d79,Tina Daugherty,ulee@example.net,+1-780-756-2656x504,"137 Lara Heights Apt. 662, East Jaredfort, VI 69353",bdf66ba5-dc9c-46de-a5a6-74c212738a23,2024-06-12T19:26:54.300-04:00,Account Management,Customer wants to update account information.,2
956269f0-e5d7-4875-adad-d6c795a76d79,Tina Daugherty,ulee@example.net,+1-780-756-2656x504,"137 Lara Heights Apt. 662, East Jaredfort, VI 69353",5f5ba255-e544-4887-b36a-b3ed69be173a,2024-11-12T20:22:11.973-05:00,Product Inquiry,Customer has questions about product features.,48
